wallet,source_url,title,is_security_fix,silent_fix_prob,vuln_class,reason,mechanism
daedalus,https://github.com/input-output-hk/daedalus/pull/1045,[DDW-359] V1 API endpoints integration 5/5,0,0.05,none,"This is an API endpoint migration/refactor replacing two deprecated sync-progress/time-difference requests with a single V1 node-info endpoint, with no custody, key, or signing impact.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1031,[DDW-337] V1 Api endpoints integration 3/5 - Ada payments,0,0.05,none,"This PR integrates V1 API endpoints for Ada payments (fee estimation, history, new payment) — it is a feature/API migration with no added guards, validation, or removal of an exploitable condition.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1037,[DDW-356] V1 API endpoints integration 2/5,0,0.15,none,"This is a V0-to-V1 API endpoint migration that renames parameters and updates paths; no security guard, validation, or key/signing protection is added or removed.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1042,[DDW-358] V1 API endpoints integration 4/5,0,0.05,none,"This PR implements V1 API endpoint integration for wallet passphrase changes, deletion, and updates, which is an ordinary feature/refactor change rather than a fix for a custody-relevant vulnerability",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1018,[DDW-335] V1 Api endpoints integration 1/5 - Create/Restore Wallet,0,0.2,none,"This is a V1 API endpoint integration/migration that renames fields and adjusts request formats; the added encryptPassphrase is part of the new API protocol design, not a fix for a discovered exploita",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1076,[DDW-360] Missing V1 Api endpoints integration - 1 and 2,0,0.15,none,"This is a V0-to-V1 API migration refactor that renames walletPassword to spendingPassword, updates endpoints, and removes legacy types; no security guard or validation is added or removed.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/525,Chore/daef 517 JS-Api integration,0,0.05,none,"This PR adds new Cardano JS-API client wrappers as a feature integration, not a fix for any existing vulnerability in key, signing, or custody paths.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/548,Fix/daef 541 Fix all post ETC integration translation issues,0,0.15,none,"This PR fixes translation/i18n issues, CSS naming conventions, and temporarily comments out staking and paper-wallet export features; no custody-relevant guard, validation, or key/signing protection i",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1734,Merge latest develop into v2 integration,0,0.05,none,"This is a UI refactor replacing a Select component with a Dropdown component and bumping react-polymorph, with no custody-relevant changes to keys, signing, or transport.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1575,[DDW-878] Create transaction v2 API integration,0,0.15,none,"This is a V1-to-V2 API integration refactor that updates request/response formats and error code mappings, not a fix for a custody-relevant defect.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1577,[DDW-877] Get Transactions v2 API integration,0,0.05,none,"This PR integrates a new V2 API endpoint for fetching transaction history for display; it touches no key material, signing, approval, or transport paths.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1567,[DDW-897] Rust node integration,0,0.05,none,"This PR switches the default Cardano node backend from http-bridge to the Rust-based Jormungandr node for the incentivized testnet, touching only build configuration, installer paths, and documentatio",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1555,[DDW-872] Update wallet metadata V2 API integration,0,0.05,none,"This PR simply updates the wallet metadata API endpoint path from v1 to v2, a routine API integration change with no custody-relevant impact.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1560,[DDW-879] Calculate transaction fee v2 api integration,0,0.15,none,"This PR integrates a new V2 API endpoint for transaction fee calculation and cleans up commented-out code and unused imports; it is a feature/API migration change with no impact on key material, signi",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1552,[DDW-871] Delete Wallet V2 API integration,0,0.05,none,"This PR merely updates the wallet-deletion API endpoint path from v1 to v2, an ordinary API migration with no custody-relevant guard or validation added.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1559,[DDW-876] Get wallet UTXO statistics v2 api integration,0,0.05,none,This PR migrates the wallet UTXO statistics endpoint from API v1 to v2 and updates the UI/types accordingly; it is a feature/API integration change with no custody-relevant guard or fix.,other
daedalus,https://github.com/input-output-hk/daedalus/pull/1557,[DDW-874] Create / Restore wallet V2 API integration,0,0.15,none,"This is an API v1-to-v2 migration for wallet create/restore endpoints, changing field names and paths, not fixing a custody-relevant defect.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1558,[DDW-875] Update wallet passphrase V2 API integration,0,0.1,none,"The diff only updates E2E test feature files and changelog to accommodate a new V2 API endpoint and a new minimum password length policy, which is a test/feature change rather than a fix for a custody",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1556,[DDW-873] Get single wallet v2 api integration,0,0.05,none,"This PR adds a new API V2 endpoint for fetching a single wallet by ID, which is a feature addition with no security guards or fixes to custody-relevant paths.",other
daedalus,https://github.com/input-output-hk/daedalus/pull/1829,Merge release/2.1.0-ITN1 into v2-integration,0,0.15,none,"This is a dependency bump of cardano-wallet plus minor test-code removal and a semver prerelease flag change; per the threat model, bumping a third-party dependency is not a security fix in the wallet",other
dfns-sdk,https://github.com/dfns/dfns-sdk-ts/pull/197,feat(near): sdk integration,0,0.05,none,"This diff adds a new NEAR SDK integration package, example code, and publishing scripts — a feature addition, not a fix to any custody, signing, or key-handling defect.",other
dfns-sdk,https://github.com/dfns/dfns-sdk-ts/pull/135,Aptos integration,0,0.05,none,"This diff adds a new Aptos SDK integration library and example code, which is a feature addition rather than a fix to any custody-relevant defect.",other
eclair,https://github.com/ACINQ/eclair/pull/3291,Fix flaky zero-conf integration test,0,0.0,none,"This change only modifies an integration test by wrapping assertions in an eventually block to fix a race condition, and does not touch any custody-relevant wallet code.",other
eclair,https://github.com/ACINQ/eclair/pull/1879,Fix flaky channel integration tests,0,0.02,none,"This is a test-only change fixing flaky CI timeouts in integration tests by adjusting awaitCond timeout parameters and adding a mempool wait condition, with no impact on wallet source code or custody ",other
eclair,https://github.com/ACINQ/eclair/pull/1524,Fix flaky integration test,0,0.0,none,"The diff only modifies an integration test to fix flakiness by disconnecting nodes, with no changes to wallet custody or signing code.",other
eclair,https://github.com/ACINQ/eclair/pull/172,Added an integration test on revoked tx handling,0,0.05,none,"This is an integration test addition for revoked commit tx punishment behavior, with the only production change being a log.info statement that adds payment logging — no guard, validation, or exploita",other
eclair,https://github.com/ACINQ/eclair/pull/3114,Remove obsolete interop tests,0,0.02,none,"This change only deletes obsolete test resource scripts and their expected outputs, touching no wallet source, key, signing, or custody-relevant code.",other
eclair,https://github.com/ACINQ/eclair/pull/2234,Support DNS hostnames in node announcements,0,0.1,none,"This is a feature addition adding DNS hostname support to Lightning node announcements with associated protocol validation, not a custody-relevant security fix.",other
eclair,https://github.com/ACINQ/eclair/pull/1491,Activate anchor output in channels,0,0.15,none,"This PR adds anchor outputs support as a new Lightning protocol feature, updating signing calls to pass commitment format context for the new format rather than fixing an existing signing or custody v",other
